chapter,sentence
jeff108.pdf,"As all earthen vessels made by the potter end in being broken, so is the life of mortals."
jeff108.pdf,"Both young and adult, both those who are fools and those who are wise, all fall into the power of death; all are subject to death."
jeff108.pdf,"“Of those who, overcome by death, depart from life, a father cannot save his son, nor kinsmen their relations."
jeff108.pdf,Mark!
jeff108.pdf,"while relatives are looking on and lamenting deeply, one by one mortals are carried off, like an ox that is led to the slaughter ."
jeff108.pdf,"So the world is af flicted with death and decay, therefore the wise do not grieve, knowing the terms of the world."
jeff108.pdf,"“Not from weeping nor from grieving will anyone obtain peace of mind; on the contrary, his pain will be the gr eater and his body will suf fer."
jeff108.pdf,"He will make himself sick and pale, yet the dead are not saved by his lamentation."
jeff108.pdf,"He who seeks peace should draw out the arrow of lamentation, and complaint, and grief."
jeff108.pdf,"He who has drawn out the arrow and has become composed will obtain peace of mind; he who has overcome all sorrow will become free from sorrow, and be blessed.” [Source : Betty Renshaw Values and V oices: A College Reader (1975) ]afflicted with affected by suffering, disease or pain lamentation expression of sorrow 1.When her son dies, Kisa Gotami goes from house to house."
jeff108.pdf,What does she ask for?
jeff108.pdf,Does she get it?
jeff108.pdf,Why not?
jeff108.pdf,2.Kisa Gotami again goes from house to house after she speaks with the Buddha.
jeff108.pdf,"What does she ask for , the second time ar ound?"
jeff108.pdf,Does she get it?
jeff108.pdf,Why not?
jeff108.pdf,3.What does Kisa Gotami understand the second time that she failed to understand the first time?
jeff108.pdf,W as this what the Buddha wanted her to understand?
jeff108.pdf,4.Why do you think Kisa Gotami understood this only the second time?
jeff108.pdf,In what way did the Buddha change her understanding?
jeff108.pdf,5.How do you usually understand the idea of ‘selfishness’?
jeff108.pdf,Do you agree with Kisa Gotami that she was being ‘selfish in her grief ’?
jeff108.pdf,"Reprint 2024-25 114First Flight I.This text is written in an old-fashioned style, for it reports an incident more than two millennia old."
jeff108.pdf,"Look for the following words and phrases in the text, and try to rephrase them in more current language, based on how you understand them."
jeff108.pdf,•give thee medicine for thy child •Pray tell me •Kisa repaired to the Buddha •there was no house but someone had died in it •kinsmen •Mark !
jeff108.pdf,"II.You know that we can combine sentences using wor ds like and, or, but, yet and then ."
jeff108.pdf,But sometimes no such word seems appropriate.
jeff108.pdf,In such a case we can use a semicolon (;) or a dash (—) to combine two clauses.
jeff108.pdf,She has no interest in music; I doubt she will become a singer like her mother .
jeff108.pdf,The second clause here gives the speaker’s opinion on the first clause.
jeff108.pdf,Here is a sentence from the text that uses semicolons to combine clauses.
jeff108.pdf,Break up the sentence into three simple sentences.
jeff108.pdf,"Can you then say which has a better rhythm when you read it, the single sentence using semicolons, or the three simple sentences?"
jeff108.pdf,For there is not any means by which those who have been born can avoid dying; after reaching old age there is death; of such a nature are living beings.
jeff108.pdf,The Buddha’s sermon is over 2500 years old.
jeff108.pdf,Given below are two recent texts on the topic of grief.
jeff108.pdf,"Read the texts, comparing them with each other and with the Buddha’s sermon."
jeff108.pdf,Do you think the Buddha’s ideas and way of teaching continue to hold meaning for us?
jeff108.pdf,Or have we found better ways to deal with grief?
jeff108.pdf,Discuss this in groups or in class.
jeff108.pdf,I.
jeff108.pdf,A Guide to Coping with the Death of a Loved One Martha is having difficulty sleeping lately and no longer enjoys doing things with her friends.
jeff108.pdf,Martha lost her husband of 26 years to cancer a month ago.
jeff108.pdf,"Anya, age 17, doesn’t feel like eating and spends the days in her room crying."
jeff108.pdf,Her grandmother recently died.
jeff108.pdf,Both of these individuals are experiencing grief.
jeff108.pdf,Grief is an emotion natural to all types of loss or significant change .
jeff108.pdf,"Reprint 2024-25 115 The Sermon at BenaresFeelings of Grief Although grief is unique and personal, a broad range of feelings and behaviours are commonly experienced after the death of a loved one."
jeff108.pdf,•Sadness .
jeff108.pdf,"This is the most common, and it is not necessarily manifested by crying."
jeff108.pdf,•Anger .
jeff108.pdf,This is one of the most confusing feelings for a survivor .
jeff108.pdf,"Ther e may be frustration at not being able to prevent the death, and a sense of not being able to exist without the loved one."
jeff108.pdf,•Guilt and Self-reproach .
jeff108.pdf,"People may believe that they were not kind enough or caring enough to the person who died, or that the person should have seen the doctor sooner ."
jeff108.pdf,•Anxiety .
jeff108.pdf,An individual may fear that she/he won’t be able to care for herself/himself.
jeff108.pdf,•Loneliness .
jeff108.pdf,"Ther e are reminders thr oughout the day that a partner , family member or friend is gone."
jeff108.pdf,"For example, meals are no longer prepared the same way, phone calls to share a special moment don’t happen."
jeff108.pdf,•Fatigue .
jeff108.pdf,There is an overall sense of feeling tired.
jeff108.pdf,•Disbelief : This occurs particularly if it was a sudden death.
jeff108.pdf,"Helping Others Who Are Experiencing Grief When a friend, loved one, or co-worker is experiencing grief —how can we help?"
jeff108.pdf,It helps to understand that grief is expressed through a variety of behavio urs.
jeff108.pdf,"Reach out to others in their grief, but understand that some may not want to accept help and will not share their grief."
jeff108.pdf,Others will want to talk about their thoughts and feelings or reminisce.
jeff108.pdf,Be patient and let the grieving person know that you care and are there to support him or her .
jeff108.pdf,II.
jeff108.pdf,Good Grief AMITAI ETZIONI Soon after my wife died — her car slid off an icy road in 1985 — a school psychologist warned me that my children and I were not mourning in the right way.
jeff108.pdf,"W e felt angry; the pr oper first stage, he said, is denial."
jeff108.pdf,"In late August this year , my 38-year -old son, Michael, died suddenly in his sleep, leaving behind a 2-year -old son and a wife expecting their next child."
jeff108.pdf,"There is no set form for grief, and no ‘right’ way to express it."
jeff108.pdf,"There seems to be an expectation that, after a great loss, we will progress systematically through the well-known stages of grief."
jeff108.pdf,"It is wrong, we are told, to jump to anger — or to wallow too long in this stage before moving towards acceptanc e. Reprint 2024-25 116First Flight But I was, and am, angry."
jeff108.pdf,"To make parents bury their children is wrong; to have both my wife and son taken from me, for forever and a day, is cruel beyond words."
jeff108.pdf,"A relative from Jerusalem, who is a psychiatrist, brought some solace by citing the maxim: ‘W e are not to ask why, but what.’ The ‘what’ is that which survivors in grief ar e bound to do for one another ."
jeff108.pdf,"Following that advice, my family, close friends and I keep busy, calling each other and giving long answers to simple questions like, “How did your day go today?” W e try to avoid thinking about either the immediate past or the ber eft futur e. We take turns playing with Max, Michael’s two-year -old son."
jeff108.pdf,"Friends spend nights with the young widow, and will be among those holding her hand when the baby is born."
jeff108.pdf,Focusing on what we do for one another is the only consolation we can find.
jeff108.pdf,Write a page (about thr ee paragraphs) on one of the following topics.
jeff108.pdf,"Y ou can think about the ideas in the text that are relevant to these topics, and add your own ideas and experiences to them."
jeff108.pdf,"1.Teaching someone to understand a new or difficult idea 2.Helping each other to get over difficult times 3.Thinking about oneself as unique, or as one among billions of others WHAT WE HAVE DONE Narrated the story of the Buddha, and the advice he gave to the grief-stricken woman."
jeff108.pdf,WHAT YOU CAN DO 1.Read and discuss the following extract from K ahlil Gibran ’s The P rophet with the students.
jeff108.pdf,"Joy and Sorrow Then a woman said, “Speak to us of Joy and Sorrow .” And he answered: Your joy is your sorrow unmasked."
jeff108.pdf,And the selfsame well from which your laughter rises was oftentimes filled with your tears.
jeff108.pdf,And how else can it be?
jeff108.pdf,"The deeper that sorrow carves into your being, the more joy you can contain."
jeff108.pdf,Is not the cup that holds your wine the very cup that was burned in the potter ’s oven?
jeff108.pdf,"Reprint 2024-25 117 The Sermon at Benares And is not the lute that soothes your spirit, the very wood that was hollowed out with knives?"
jeff108.pdf,"When you are joyous, look deep into your heart and you shall find it is only that which has given you sorrow that is giving you joy ."
jeff108.pdf,"When you are sorrowful look again in your heart, and you shall see that in truth you are weeping for that which has been your delight."
jeff108.pdf,"Some of you say , “Joy is greater than sorrow ,” and others say , “Nay , sorrow is the greater .” But I say unto you, they are inseparable."
jeff108.pdf,"Together they come, and when one sits alone with you at your board, remember that the other is asleep upon your bed."
jeff108.pdf,2.Help students to read and memorise the following extract from T agore.
jeff108.pdf,Say not in grief that she is no more but say in thankfulness that she was.
jeff108.pdf,"A death is not the extinguishing of a light, but the putting out of the lamp because the dawn has come."
jeff108.pdf,Reprint 2024-25 For Anne Gregory This poem is a conversation between a young man and a young woman.
jeff108.pdf,What are they arguing about?
jeff108.pdf,"“Never shall a young man, Thrown into despair By those great honey-coloured Ramparts at your ear , Love you for yourself alone And not your yellow hair .” “But I can get a hair -dye And set such colour there, Brown, or black, or carrot, That young men in despair May love me for myself alone And not my yellow hair .” “I heard an old religious man But yesternight declare That he had found a text to prove That only God, my dear , Could love you for yourself alone And not your yellow hair .” WILLIAM BUTLER YEATS William Butler Y eats (186 5–1939) was an Irish nationalist."
jeff108.pdf,"He was educated in London and Dublin, and was interested in folklore and mythology ."
jeff108.pdf,He won the Nobel P rize for Literature in 1923.
jeff108.pdf,"Reprint 2024-25 ramparts : the high, wide walls around a castle or fort, for example, the ramparts of the Red Fort 1.What does the young man mean by “great honey-coloured /Ramparts at your ear?” Why does he say that young men are “thrown into despair” by them?"
jeff108.pdf,2.What colour is the young woman’s hair?
jeff108.pdf,What does she say she can change it to?
jeff108.pdf,Why would she want to do so?
jeff108.pdf,3.Objects have qualities which make them desirable to others.
jeff108.pdf,"Can you think of some objects (a car , a phone, a dr ess…) and say what qualities make one object more desirable than another?"
jeff108.pdf,Imagine you were trying to sell an object: what qualities would you emphasise?
jeff108.pdf,4.What about people?
jeff108.pdf,"Do we love others because we like their qualities, whether physical or mental?"
jeff108.pdf,Or is it possible to love someone “for themselves alone”?
jeff108.pdf,Are some people ‘more lovable’ than others?
jeff108.pdf,"Discuss this question in pairs or in groups, considering points like the following."
jeff108.pdf,"(i)a parent or caregiver’s love for a newborn baby, for a mentally or physically challenged child, for a clever child or a prodigy (ii)the public’s love for a film star , a sportsperson, a politician, or a social worker (iii)your love for a friend, or brother or sister (iv)your love for a pet, and the pet’s love for you."
jeff108.pdf,5.You have per haps concluded that people ar e not objects to be valued for their qualities or riches rather than for themselves.
jeff108.pdf,But elsewher e Yeats asks the question: How can we separate the dancer from the dance?
jeff108.pdf,"Is it possible to separate ‘the person himself or herself’ from how the person looks, sounds, walks, and so on?"
jeff108.pdf,Think of how you or a friend or member of your family has changed over the years.
jeff108.pdf,Has your relationship also changed?
jeff108.pdf,In what way?119 For Anne Gregory Reprint 2024-25
jeff109.pdf,BEFORE YOU READ Activity 1.The word ‘proposal’ has several meanings.
jeff109.pdf,Can you guess what sort of proposal the play is about?
jeff109.pdf,"(i)a suggestion, plan or scheme for doing something (ii)an offer for a possible plan or action (iii)the act of asking someone’s hand in marriage A Russian Wedding Do you know anything about a Russian marriage ceremony?"
jeff109.pdf,Read this article about a Russian wedding.
jeff109.pdf,Preparations for a Russian W edding: A Russian wedding is very simple.
jeff109.pdf,"The planning only includes arranging for rings, brides’ dr ess, cars, and a r eception."
jeff109.pdf,"Earlier , the bride’s family paid for the reception, but now-a-days brides’ and grooms’ families usually share expenses."
jeff109.pdf,"A Russian wedding lasts for two days; some weddings last as long as a week, and the occasion becomes something to remember for years."
jeff109.pdf,The necessary part of the wedding ceremony is a wedding procession of several cars.
jeff109.pdf,"The best friends of the groom/ bride meet before the wedding a few times, make posters, write speeches and organise contests."
jeff109.pdf,"When the groom arrives to fetch the bride for the registration, he has to fight to get her!"
jeff109.pdf,"Russians usually live in apartments in tall buildings, and the groom has to climb several stairs to reach his bride."
jeff109.pdf,But at each landing he must answer a question to be allowed to go up.
jeff109.pdf,"The bride’s friends ask difficult questions (sometimes about the bride, sometimes just difficult riddles), and the groom must answer with the help of his friends."
jeff109.pdf,"For example, he may be shown a few photos of baby girls and he must say which one his bride is."
jeff109.pdf,"If he guesses wrong, he must pay cash to move ahead."
jeff109.pdf,"After the Reprint 2024-25 Wedding Ceremonies in Russia and India Customs similar to Customs different from Indian ones Indian onesmarriage r egistration, the newly-married couple leaves the guests for a tour of the city sights."
jeff109.pdf,After two or three hours of the city tour the couple arrives at the reception.
jeff109.pdf,"The couple sits at a specially arranged table with their family, friends and invited guests."
jeff109.pdf,The reception starts with toasts to the couple.
jeff109.pdf,"A wedding toast is a custom where a close friend or relative of the groom or the bride says a few words to wish the couple, then everyone raises their glass of wine, and drink it up at the same moment."
jeff109.pdf,The groom is then asked to kiss the bride.
jeff109.pdf,"After a few toasts, people start eating and drinking, and generally have fun."
jeff109.pdf,"After some time, the bride gets ‘stolen’!"
jeff109.pdf,"She disappears, and when the groom starts looking for her , he is asked to pay a fee."
jeff109.pdf,Usually it is his friends who ‘steal’ the bride.
jeff109.pdf,Then there are the bride’s friends — they steal the bride’s shoe.
jeff109.pdf,The groom must pay money for the shoe too.
jeff109.pdf,"The guests enjoy watching these tussles, and continue party ing."
jeff109.pdf,2.Do you think Indian and Russian weddings have any customs in common?
jeff109.pdf,"W ith the help of a partner , fill in the table below."
jeff109.pdf,"‘‘The Proposal’’ (originally titled ‘‘A Marriage Proposal’’) is a one- act play, a farce, by the Russian short story writer and dramatist Anton Chekhov."
jeff109.pdf,It was written in 1888–89.
jeff109.pdf,"The play is about the tendency of wealthy families to seek ties with other wealthy families, to increase their estates by encouraging marriages that make good economic sense."
jeff109.pdf,"Ivan Lomov, a long time wealthy neighbour of Stepan Chubukov, also wealthy, comes to seek the hand of Chubukov’s twenty-five-year -old daughter , Natalya."
jeff109.pdf,"All three are quarrelsome people, and they quarrel over petty issues."
jeff109.pdf,The proposal is in danger of being forgotten amidst all this quarrelling.
jeff109.pdf,"But economic good sense ensures that the proposal is made, after all — although the quarrelling perhaps continues!"
jeff109.pdf,"121 The Proposal Reprint 2024-25 122 First FlightCharacters STEPAN STEPANOVITCH CHUBUKOV :a landowner NATALYA STEPANOVNA :his daughter , twenty-five years old IVAN VASSILEVITCH LOMOV :a neighbour of Chubukov, a large and hearty, but very suspicious, landowner A drawing-room in Chubukov‘s house."
jeff109.pdf,"Lomov enters, wearing a dress-jacket and white gloves."
jeff109.pdf,Chubukov rises to meet him.
jeff109.pdf,"CHUBUKOV :My dear fellow, whom do I see!"
jeff109.pdf,Ivan V assilevitch!
jeff109.pdf,I am extremely glad!
jeff109.pdf,"[ Squeezes his hand] Now this is a surprise, my darling... How are you?"
jeff109.pdf,LOMOV :Thank you.
jeff109.pdf,And how may you be getting on?
jeff109.pdf,"CHUBUKOV :We just get along somehow, my angel, thanks to your prayers, and so on."
jeff109.pdf,"Sit down, please do... Now, you know, you shouldn’t forget all about your neighbours, my darling."
jeff109.pdf,"My dear fellow, why are you so formal in your get-up!"
jeff109.pdf,"Evening dress, gloves, and so on."
jeff109.pdf,"Can you be going anywhere, my treasure?"
jeff109.pdf,LOMOV :No.
jeff109.pdf,"I’ve come only to see you, honoured Stepan Stepanovitch."
jeff109.pdf,"CHUBUKOV :Then why are you in evening dress, my precious?"
jeff109.pdf,As if you’r e paying a New Y ear’s Eve visit!
jeff109.pdf,"LOMOV :Well, you see, it’s like this ."
jeff109.pdf,"[Takes his ar m] I’ve come to you, honoured Stepan Stepanovitch, to trouble you with a request."
jeff109.pdf,"Not once or twice have I already had the privilege of applying to you for help, and you have always, so to speak..."
jeff109.pdf,"I must ask your pardon, I am getting excited."
jeff109.pdf,"I shall drink some water , honour ed Stepan Stepanovitch."
jeff109.pdf,[Drinks .]
jeff109.pdf,CHUBUKOV :[aside ] He’s come to borrow money.
jeff109.pdf,Shan’t give him any!
jeff109.pdf,"[aloud ] What is it, my beauty?"
jeff109.pdf,"LOMOV :You see, Honour ed Stepanitch..."
jeff109.pdf,I beg par don Stepan Honouritch...
jeff109.pdf,"I mean, I’m awfully excited, as you will please notice..."
jeff109.pdf,"In short, you alone can help me, though I don’t deserve it, of course... and haven’t any right to count on your assistance... CHUBUKOV :Oh, don’t go r ound and r ound it, darling!"
jeff109.pdf,Spit it out!
jeff109.pdf,W ell?
jeff109.pdf,LOMOV :One moment... this very minute.
jeff109.pdf,"The fact is I’ve come to ask the hand of your daughter , Natalya Stepanovna, in marriage."
jeff109.pdf,Reprint 2024-25 123 The Proposal CHUBUKOV :[joyfully ] By Jove!
jeff109.pdf,Ivan V assilevitch!
jeff109.pdf,Say it again — I didn’t hear it all!
jeff109.pdf,"LOMOV :I have the honour to ask... CHUBUKOV :[interrupting ] My dear fellow... I’m so glad, and so on..."
jeff109.pdf,"Yes, indeed, and all that sort of thing."
jeff109.pdf,[ Embraces and kisses Lomov ] I’ve been hoping for it for a long time.
jeff109.pdf,It’s been my continual desire.
jeff109.pdf,"[ Sheds a tear ] And I’ve always loved you, my angel, as if you were my own son."
jeff109.pdf,"May God give you both — His help and His love and so on, and so much hope... What am I behaving in this idiotic way for?"
jeff109.pdf,"I’m off my balance with joy, absolutely off my balance!"
jeff109.pdf,"Oh, with all my soul... I’ll go and call Natasha, and all that."
jeff109.pdf,"LOMOV :[greatly moved ] Honoured Stepan Stepanovitch, do you think I may count on her consent?"
jeff109.pdf,"CHUBUKOV :Why, of course, my darling, and... as if she won’t consent!"
jeff109.pdf,"She’s in love; egad, she’s like a lovesick cat, and so on."
jeff109.pdf,Shan’t be long!
jeff109.pdf,[Exit.]
jeff109.pdf,"LOMOV :It’s cold... I’m tr embling all over , just as if I’d got an examination before me."
jeff109.pdf,"The great thing is, I must have my mind made up."
jeff109.pdf,"If I give myself time to think, to hesitate, to talk a lot, to look for an ideal, or for real love, then I’ll never get married."
jeff109.pdf,Brr ... It’s cold!
jeff109.pdf,"Natalya Reprint 2024-25 124 First FlightStepanovna is an excellent housekeeper , not bad-looking, well-educated."
jeff109.pdf,What more do I want?
jeff109.pdf,But I’m getting a noise in my ears from excitement.
jeff109.pdf,[ Drinks ] And it’s impossible for me not to marry.
jeff109.pdf,"In the first place, I’m already 3 5 — a critical age, so to speak."
jeff109.pdf,"In the second place, I ought to lead a quiet and regular life."
jeff109.pdf,"I suffer from palpitations, I’m excitable and always getting awfully upset; at this very moment my lips are trembling, and there’s a twitch in my right eyebrow."
jeff109.pdf,But the very worst of all is the way I sleep.
jeff109.pdf,"I no sooner get into bed and begin to go off, when suddenly something in my left side gives a pull, and I can feel it in my shoulder and head..."
jeff109.pdf,"I jump up like a lunatic, walk about a bit and lie down again, but as soon as I begin to get off to sleep there’s another pull!"
jeff109.pdf,And this may happen twenty times... [Natalya Stepanovna comes in .]
jeff109.pdf,"NATLYA :Well, ther e!"
jeff109.pdf,"It’s you, and papa said, “Go; ther e’s a merchant come for his goods.” How do you do, Ivan Vassilevitch?"
jeff109.pdf,"LOMOV :How do you do, honoured Natalya Stepanovna?"
jeff109.pdf,NATALYA :You must excuse my apr on and neglige .
jeff109.pdf,We’re shelling peas for drying.
jeff109.pdf,Why haven’t you been here for such a long time?
jeff109.pdf,Sit down... [They seat themselves.]
jeff109.pdf,W on’t you have some lunch?
jeff109.pdf,"LOMOV :No, thank you, I’ve had some already."
jeff109.pdf,NATALYA :Then smoke.
jeff109.pdf,Here are the matches.
jeff109.pdf,"The weather is splendid now, but yesterday it was so wet that the workmen didn’t do anything all day."
jeff109.pdf,How much hay have you stacked?
jeff109.pdf,"Just think, I felt greedy and had a whole field cut, and now I’m not at all pleased about it because I’m afraid my hay may rot."
jeff109.pdf,I ought to have waited a bit.
jeff109.pdf,But what’s this?
jeff109.pdf,"Why, you’r e in evening dr ess!"
jeff109.pdf,"W ell, I never!"
jeff109.pdf,Are you going to a ball or what?
jeff109.pdf,"Though I must say you look better ... Tell me, why ar e you got up like that?"
jeff109.pdf,"LOMOV :[excited ] You see, honour ed Natalya Stepanovna... the fact is, I’ve made up my mind to ask you to hear me out... Of course you’ll be surprised and perhaps even angry, but a... [ aside ] It’s awfully cold!"
jeff109.pdf,NATALYA :What’s the matter?
jeff109.pdf,[ pause] W ell?
jeff109.pdf,LOMOV :I shall try to be brief.
jeff109.pdf,"Y ou must know, honour ed Natalya Stepanovna, that I have long, since my childhood, in fact, Reprint 2024-25 125 The Proposalhad the privilege of knowing your family."
jeff109.pdf,"My late aunt and her husband, from whom, as you know, I inherited my land, always had the greatest respect for your father and your late mother ."
jeff109.pdf,"The Lomovs and the Chubukovs have always had the most friendly, and I might almost say the most af fectionate, r egard for each other ."
jeff109.pdf,"And, as you know, my land is a near neighbour of yours."
jeff109.pdf,Y ou will remember that my Oxen Meadows touch your birchwoods.
jeff109.pdf,NATALYA:Excuse my interrupting you.
jeff109.pdf,"Y ou say, “my Oxen Meadows”."
jeff109.pdf,But are they yours?
jeff109.pdf,"LOMOV :Yes, mine."
jeff109.pdf,NATALY A:What are you talking about?
jeff109.pdf,"Oxen Meadows are ours, not yours!"
jeff109.pdf,"LOMOV :No, mine, honoured Natalya Stepanovna."
jeff109.pdf,"NATALYA :Well, I never knew that befor e. How do you make that out?"
jeff109.pdf,LOMOV :How?
jeff109.pdf,I’m speaking of those Oxen Meadows which are wedged in between your birchwoods and the Burnt Marsh.
jeff109.pdf,"NATALYA :Yes, yes... they’r e ours."
jeff109.pdf,"LOMOV :No, you’re mistaken, honoured Natalya Stepanovna, they’re mine."
jeff109.pdf,"NATALYA :Just think, Ivan V assilevitch!"
jeff109.pdf,How long have they been yours?
jeff109.pdf,LOMOV :How long?
jeff109.pdf,As long as I can r emember .
jeff109.pdf,"NATALYA :Really, you won’t get me to believe that!"
jeff109.pdf,"LOMOV :But you can see from the documents, honoured Natalya Stepanovna."
jeff109.pdf,"Oxen Meadows, it’s true, were once the subject of dispute, but now everybody knows that they are mine."
jeff109.pdf,Ther e’s nothing to ar gue about.
jeff109.pdf,"Y ou see my aunt’s grandmother gave the free use of these Meadows in perpetuity to the peasants of your father’s grandfather , in return for which they wer e to make bricks for her ."
jeff109.pdf,"The peasants belonging to your father’s grandfather had the free use of the Meadows for forty years, and had got into the habit of regarding them as their own, when it happened that... NATALYA :No, it isn’t at all like that!"
jeff109.pdf,Both grandfather and great- grandfather reckoned that their land extended to Burnt Marsh — which means that Oxen Meadows were ours.
jeff109.pdf,I don’t see what there is to argue about.
jeff109.pdf,It’s simply silly!
jeff109.pdf,"Reprint 2024-25 126 First FlightLOMOV :I’ll show you the documents, Natalya Stepanovna!"
jeff109.pdf,"NATALYA :No, you’re simply joking, or making fun of me."
jeff109.pdf,What a surprise!
jeff109.pdf,"W e’ve had the land for nearly thr ee hundr ed years, and then we’re suddenly told that it isn’t ours!"
jeff109.pdf,"Ivan V assilevitch, I can har dly believe my own ears."
jeff109.pdf,These Meadows aren’t worth much to me.
jeff109.pdf,"They only come to five dessiatins, and are worth perhaps 300 roubles, but I can’t stand unfairness."
jeff109.pdf,"Say what you will, I can’t stand unfairness."
jeff109.pdf,"LOMOV :Hear me out, I implore you!"
jeff109.pdf,"The peasants of your father’s grandfather , as I have alr eady had the honour of explaining to you, used to bake bricks for my aunt’s grandmother ."
jeff109.pdf,"Now my aunt’s grandmother , wishing to make them a pleasant... NATALYA :I can’t make head or tail of all this about aunts and grandfathers and grandmothers."
jeff109.pdf,"The Meadows are ours, that’s all."
jeff109.pdf,LOMOV :Mine.
jeff109.pdf,NATALYA :Ours!
jeff109.pdf,"Y ou can go on pr oving it for two days on end, you can go and put on fifteen dress jackets, but I tell you they’re ours, ours, ours!"
jeff109.pdf,I don’t want anything of yours and I don’t want to give anything of mine.
jeff109.pdf,So there!
jeff109.pdf,"LOMOV :Natalya Stepanovna, I don’t want the Meadows, but I am acting on principle."
jeff109.pdf,"If you like, I’ll make you a present of them."
jeff109.pdf,"NATALYA :I can make you a present of them myself, because they’re mine!"
jeff109.pdf,"Y our behaviour , Ivan V assilevitch, is strange, to say the least!"
jeff109.pdf,"Up to this we have always thought of you as a good neighbour , a friend; last year we lent you our threshing-machine, although on that account we had to put of f our own thr eshing till November , but you behave to us as if we were gypsies."
jeff109.pdf,"Giving me my own land, indeed!"
jeff109.pdf,"No, really, that’s not at all neighbourly!"
jeff109.pdf,"In my opinion, it’s even impudent, if you want to know."
jeff109.pdf,LOMOV :Then you make out that I’m a landgrabber?
jeff109.pdf,"Madam, never in my life have I grabbed anybody else’s land and I shan’t allow anybody to accuse me of having done so."
jeff109.pdf,[ Quickly steps to the carafe and drinks more water ] Oxen Meadows are mine!
jeff109.pdf,"NATALYA :It’s not true, they’re ours!"
jeff109.pdf,LOMOV :Mine!
jeff109.pdf,Reprint 2024-25 127 The Proposal NATALYA :It’s not true!
jeff109.pdf,I’ll prove it!
jeff109.pdf,I’ll send my mowers out to the Meadows this very day!
jeff109.pdf,LOMOV :What?
jeff109.pdf,NATALY A:My mowers will be there this very day!
jeff109.pdf,LOMOV :I’ll give it to them in the neck!
jeff109.pdf,NATALYA :You dar e!
jeff109.pdf,LOMOV :[Clutches at his heart ] Oxen Meadows ar e mine!
jeff109.pdf,Y ou understand?
jeff109.pdf,Mine!
jeff109.pdf,NATALYA :Please don’t shout!
jeff109.pdf,Y ou can shout yourself hoarse in your own house but here I must ask you to restrain yourself!
jeff109.pdf,"LOMOV :If it wasn’t, madam, for this awful, excruciating palpitation, if my whole inside wasn’t upset, I’d talk to you in a dif ferent way!"
jeff109.pdf,[ Yells] Oxen Meadows ar e mine!
jeff109.pdf,NATALYA :Ours!
jeff109.pdf,LOMOV :Mine!
jeff109.pdf,NATALYA :Ours!
jeff109.pdf,LOMOV :Mine!
jeff109.pdf,[Enter Chubukov ] CHUBUKOV :What’s the matter?
jeff109.pdf,What are you shouting for?
jeff109.pdf,"NATALYA :Papa, please tell this gentleman who owns Oxen Meadows, we or he?"
jeff109.pdf,"CHUBUKOV :[to Lomov ] Darling, the Meadows are ours!"
jeff109.pdf,"Reprint 2024-25 128 First FlightLOMOV :But, please, Stepan Stepanovitch, how can they be yours?"
jeff109.pdf,Do be a reasonable man!
jeff109.pdf,My aunt’s grandmother gave the Meadows for the temporary and free use of your grandfather’s peasants.
jeff109.pdf,"The peasants used the land for forty years and got accustomed to it as if it was their own, when it happened that... CHUBUKOV :Excuse me, my pr ecious."
jeff109.pdf,"Y ou for get just this, that the peasants didn’t pay your grandmother and all that, because the Meadows were in dispute, and so on."
jeff109.pdf,And now everybody knows that they’re ours.
jeff109.pdf,It means that you haven’t seen the plan.
jeff109.pdf,LOMOV :I’ll prove to you that they’re mine!
jeff109.pdf,"CHUBUKOV :You won’t pr ove it, my darling — LOMOV :I shall CHUBUKOV :Dear one, why yell like that?"
jeff109.pdf,Y ou won’t pr ove anything just by yelling.
jeff109.pdf,"I don’t want anything of yours, and don’t intend to give up what I have."
jeff109.pdf,Why should I?
jeff109.pdf,"And you know, my beloved, that if you propose to go on arguing about it, I’d much sooner give up the Meadows to the peasants than to you."
jeff109.pdf,There!
jeff109.pdf,LOMOV :I don’t understand!
jeff109.pdf,How have you the right to give away somebody else’s property?
jeff109.pdf,CHUBUKOV :You may take it that I know whether I have the right or not.
jeff109.pdf,"Because, young man, I’m not used to being spoken to in that tone of voice, and so on."
jeff109.pdf,"I, young man, am twice your age, and ask you to speak to me without agitating yourself, and all that."
jeff109.pdf,"LOMOV :No, you just think I’m a fool and want to have me on!"
jeff109.pdf,"Y ou call my land yours, and then you want me to talk to you calmly and politely!"
jeff109.pdf,"Good neighbours don’t behave like that, Stepan Stepanovitch!"
jeff109.pdf,"Y ou’re not a neighbour , you’r e a grabber!"
jeff109.pdf,CHUBUKOV :What’s that?
jeff109.pdf,What did you say?
jeff109.pdf,"NATALYA :Papa, send the mowers out to the Meadows at once!"
jeff109.pdf,"CHUBUKOV :What did you say, sir?"
jeff109.pdf,"NATALYA :Oxen Meadows are ours, and I shan’t give them up, shan’t give them up, shan’t give them up!"
jeff109.pdf,LOMOV :We’ll see!
jeff109.pdf,"I’ll have the matter taken to court, and then I’ll show you!"
jeff109.pdf,CHUBUKOV :To court?
jeff109.pdf,"Y ou can take it to court, and all that!"
jeff109.pdf,Y ou can!
jeff109.pdf,"I know you; you’re just on the look-out for a chance to go Reprint 2024-25 129 The Proposalto court, and all that."
jeff109.pdf,Y ou pettifogger!
jeff109.pdf,All your people were like that!
jeff109.pdf,All of them!
jeff109.pdf,LOMOV :Never mind about my people!
