rid,origin,application,name,rating,date,review,sentiment-score,sentiment,key phrases,entities
2076,Google Play Store,Capitec Bank,Dawn Carrick,1,03/06/2020 00:00:00,When I try to open the account everything goes as it should until you have to scan your smart card ID when u have managed to do that it says that there is a problem that capitec is aware of. I'm very disappointed,0.000106066465377808,Negative,"account,capitec,problem,smart card ID,",NULL
2077,Google Play Store,Capitec Bank,Bradley Erasmus,1,03/06/2020 00:00:00,I already added the Easy Equities widget in my Capitec Banking app. I can't access it without data it seems. Why could I previously access it without needing data and suddenly now it's impossible?,0.000059276819229126,Negative,"Easy Equities widget,Capitec Banking,data,",NULL
2078,Google Play Store,Capitec Bank,Nthabeleng Kgwete,1,02/06/2020 00:00:00,I am seriously not happy with this app o liked the old one more i bought a new phone and i have been installing this app for more than 4 times now it keeps telling me to wait for 5 minutes and After it says retry,0.000669360160827637,Negative,"minutes,times,new phone,app o,",NULL
2079,Google Play Store,Capitec Bank,medupe motsei,1,10/05/2020 00:00:00,"Application keeps saying currently unavailable,, and we are talking about my money here which I should be able to access at any given time of the day. A month cannot go by without this issue, last time it took a week to be resolved, and yesterday it came again and I don't know how long it's going to take this time around, what makes it worse is that it's month end and I need to sort out my Financials !!!!!!!!",0.000204116106033325,Negative,"Financials,week,money,Application,issue,day,month end,given time,",NULL
2080,Google Play Store,Capitec Bank,Trevor Mabunda,1,10/05/2020 00:00:00,"Keeps on saying that i must connect to the internet or WiFi, i have restarted my phone 8 X already, and this has been happening a lot with this new app, i never had issues with the previous app, this is staff that i hate and that will motivate one to change banks, there are so many options out there, so I don't have to go through this.",0.00506755709648132,Negative,"options,banks,phone,lot,internet,WiFi,issues,previous app,new app,",NULL
2081,Google Play Store,Capitec Bank,Samantha Louise de Koker,1,10/05/2020 00:00:00,"I use to love Capitec, but atleast twice a day when i try to go in to my banking app ""currently unavailable"" ""we are solving this issue"" how many years, days, months will you be trying to solve this issue? I'm reconsidering moving to a other bank. That will take me seriously. I'm really getting tired of all these issues with Capitec. When will you be fixing your app?",0.000235944986343384,Negative,"issues,months,days,years,banking app,Capitec,",NULL
2082,Google Play Store,Capitec Bank,Monique,1,09/05/2020 00:00:00,"I haven't had a problem with the capitec app but lately I've experiencing a problem which i cannot seem to open/log in to my banking app somehow there's no Internet connection when my wifi is never turned off and connection quite strong, so what seems to be the problem and whatever it is I sure hope it can be fixed asap,coz i cannot go into the bank itself as for there's no way i have time so basically I'm stranded using the app or bank and its frustrating.Please help fixing the problem.",0.000000238418579101562,Negative,"time,wifi,Internet connection,capitec app,banking app,coz i,way i,problem,",NULL
2083,Google Play Store,Capitec Bank,andre van de Venter,1,08/05/2020 00:00:00,This app is not working anymore. It keeps saying there is a connection issue when opening the app. Previously it didn't need data to be used... Now both wifi and mobile data is giving issues according to the app. Tried clearing the cache and data and even uninstalled. This is a huge problem and it isn't even being addressed. The old app showed if there is maintenance being done but not anymore. Its a dead app now,0.0000000596046447753906,Negative,"cache,connection issue,huge problem,maintenance,issues,wifi,dead app,old app,mobile data,",NULL
2084,Google Play Store,Capitec Bank,Somé Greeff,1,08/05/2020 00:00:00,"By far the worst banking app, with the most downtime - which renders your bank account useless. Bank staff act like the customer is a complete idiot and suggests clearing the cache and rebooting your phone as a solution. As if that is not the first thing you would do before complaining and bringing it to their attention that their app is BROKEN! Will be looking into an alternative banking solution, this is not worth the few bucks you save on bank fees.",0.017953097820282,Negative,"thing,attention,bucks,phone,complete idiot,cache,downtime,customer,alternative banking solution,worst banking app,bank account useless,Bank staff,bank fees,",NULL
2085,Google Play Store,Capitec Bank,Deirdre De Bod,4,08/05/2020 00:00:00,"I had no problems whatsoever with this app. Very straight forward, easy to use and secure, but the last week I cannot accesd my account through the app. I deleted the app yesterday and downloaded it again, but now it keeps asking my bank account details. I need to do eft's urgently from tomorrow and the nearest Capitec bank is 90 km's from me. Can you please assist or is there a problem with Capitec online?",0.0568764507770538,Negative,"app,problems,efts,accesd,kms,week,bank account details,nearest Capitec bank,",NULL
2086,Google Play Store,Capitec Bank,Simeon Kruger,1,08/05/2020 00:00:00,"Unusable. The app suddenly tells me it can't connect on my current WiFi network - yet all other apps, including Instagram and Facebook, work. So clearly it is not a connectivity issue on my side. Furthermore, it suggests that I switch to mobile data, which I also tried to no avail. I updated the app and the issue persists.",0.0000704824924468994,Negative,"avail,mobile data,current WiFi network,Facebook,Instagram,apps,connectivity issue,",NULL
2087,Google Play Store,Capitec Bank,Charmaine Wentzel,1,07/05/2020 00:00:00,"Everytime i try to log in it says incorrect pin, i just used my banking app yesterday and since i can remember i never changed my pin. It also doesn't want to log in repeatedly says i net to switch to wifi or mobile data but I'm connected to both wifi and mobile data. What is going on!!! I never experienced this before why now?!",0.0000502467155456543,Negative,"banking app,incorrect pin,mobile data,wifi,Everytime i,i net,",NULL
2088,Google Play Store,Capitec Bank,Khotso Selepe,1,06/05/2020 00:00:00,The app stopped working all of sudden! I've been trying to open the app but I can't it tells me about wifi connection and switching networks honestly I don't understand why. I'm thinking about switching to a different bank all together. Please fix this thing right now!,0.00000876188278198242,Negative,"thing,different bank,networks,wifi connection,app,",NULL
2089,Google Play Store,Capitec Bank,Ina Marais,1,05/05/2020 00:00:00,App is not working for the 3rd consecutive day. Previous days a message that capitec is aware of the issues were displayed. This morning the message was I can't log in now. I can't go to a branch to assist me. Did you test the app against the IOS of the phones on the market? My phone is NOT 5+ years old. I am NOT impressed App opened today at about 07:00 BUT NOW IT DOES NOT RECOGNIZED MY PIN... I made sure I use the correct pin. Disgusting,0.0000025331974029541,Negative,"branch,Disgusting,morning,consecutive day,issues,market,years old,phones,IOS,Previous days,capitec,correct pin,impressed App,message,",NULL
2090,Google Play Store,Capitec Bank,Neelesh J,1,05/05/2020 00:00:00,"App is not working. Keeps saying connection issues, change to a better connection or use network data. There is nothing wrong with both connections and I cannot log into my app. Also deleted and reinstalled, but the the APP IS STILL NOT WORKING. Sort out ASAP",0.0000000298023223876953,Negative,"ASAP,connections,network data,App,connection issues,better connection,",NULL
2091,Google Play Store,Capitec Bank,Zaendri Venter,1,05/05/2020 00:00:00,Firstly kept saying incorrect pin when trying to login. My pin has not changed. Uninstalled and reinstalled and restarted my phone and now the app keeps saying connection failed try using a different network. Switched my wifi and tried mobile data. No luck. Not very happy as I cannot transact.,0.000000387430191040039,Negative,"luck,login,phone,mobile data,wifi,different network,app,connection failed try,incorrect pin,",NULL
2092,Google Play Store,Capitec Bank,Tendayi Mnemo,2,05/05/2020 00:00:00,"Been trying to access my account on this app since yesterday but it won't load. It keeps saying ""Connection failed. Please check your WiFi connection and try again, or switch to another network or mobile data"". Yet I've got both good WiFi and Internet access on data and other banking apps and browsing are working fine. Disappointing ?",0.000000327825546264648,Negative,"account,browsing,network,switch,banking apps,good WiFi,Internet access,mobile data,WiFi connection,",NULL
2093,Google Play Store,Capitec Bank,almerok,1,05/05/2020 00:00:00,"The is no clear notification of an update then you struggle to do almost anything on the app...very frustrating. You first need to run into an issue before resorting to looking for an update, rather than just updating when the update is released.",0.000284492969512939,Negative,"issue,clear notification,update,",NULL
2094,Google Play Store,Capitec Bank,Tiyiselani Mthombeni,1,04/05/2020 00:00:00,"App cannot open it says connection failed, have data and even on wifi it says failed,it use to work and it did gave me issue 2 month ago as it did not want to connect even without data,all of a sudden it was working and now not,I have bills to pay and this help me not to go to bank,capitec is becoming an issue",0.0000000298023223876953,Negative,"month,App,wifi,capitec,bank,connection,issue,data,",NULL
2095,Google Play Store,Capitec Bank,Lerisca De Clercq,1,04/05/2020 00:00:00,Get the app fixed keeps on saying wrong pin enterd if it is the right one and then keeps on saying that unable to connect!!! I run a business through my app and can't pay my people... When will it be fixed How long will it take to fix it.. I uninstalled it and reinstalled it and it still the same,0.0680689215660095,Negative,"people,business,wrong pin enterd,app,",NULL
2096,Google Play Store,Capitec Bank,Ntobeko Dyasi,3,04/05/2020 00:00:00,"Nah this app is inconvenient, currently wanna buy airtime, but it doesn't want to log me in. It shows no wifi connection while i wanna use my data for connection but even on the wifi connection as i used my rooter since it doesn't wana open through data usage still it's not working. So inconvenient.",0,Negative,"airtime,app,wana open,rooter,data usage,wanna,wifi connection,",NULL
2097,Google Play Store,Capitec Bank,Julian Labuschagne,1,04/05/2020 00:00:00,"It almost never works the past few days,keeps complaining about not finding an Internet connection but all my other apps works fine. This app has failed me in the most crucial times very unhappy about this.",0.000643521547317505,Negative,"days,past,crucial times,apps,Internet connection,",NULL
2098,Google Play Store,Capitec Bank,Magmoeda Basadien,1,04/05/2020 00:00:00,This app is the worst I can never log in its always please check your wifi and try again. This never happened before the update can you please see to it. And why can't I log in without data it makes no sense.,0.0000031590461730957,Negative,"update,wifi,sense,data,worst,app,",NULL
2099,Google Play Store,Capitec Bank,Kelebogile Guai,2,02/05/2020 00:00:00,"Hi CB, I've been expecting problems with my app yesterday when I wanted to access it denied saying I have entered the wrong password but that's the password that I normally uses all the time, now it tells me I've to have wifi or data to connect but both of them are available and making use of them but still shows the message.",0.000786483287811279,Negative,"time,message,app,CB,data,wifi,use,problems,wrong password,",NULL
2100,Google Play Store,Capitec Bank,Stephanie Krause,1,02/05/2020 00:00:00,"The app says my connection failed but I definitely have connection and can use the internet, and I tried switching to mobile data and other wifi networks but it didn't work. I cannot confirm any payments and I have a pending payment that needs to be made within 2 hours",0.00000867247581481934,Negative,"hours,internet,app,pending payment,payments,wifi networks,mobile data,connection,",NULL
2101,Google Play Store,Capitec Bank,Yvette Garland,5,01/05/2020 00:00:00,"Awesome bank but only problem is that if there is a technical problem, pls just send notifications to your clients. Been trying to log in on the app since this morning.",0.0517008602619171,Negative,"morning,app,Awesome bank,clients,notifications,pls,technical problem,",NULL
2102,Google Play Store,Capitec Bank,Shivani Naidoo,3,01/05/2020 00:00:00,"I love Capitec but this app is really giving me hassles today, it says no connection everytime I try to login. I tried to login with internet banking but you need the app for that as well so I cannot make any payments. I had no issues with the old app.",0.000235110521316528,Negative,"payments,Capitec,issues,connection everytime,internet banking,app,login,",NULL
2103,Google Play Store,Capitec Bank,Siham Sayed,1,01/05/2020 00:00:00,I tried using my app and on wifi and my mobile data but it just keeps saying connection failed and i am unable to open up the app i tried uninstalling it and reinstalling it a few times even rebooted my phone but that did not help all my other app on my phone is working and there is internet connection but still my app doesnt open up really annoying and frustrated by this before this happen it did not want to accept my pin and said it was incorrect which it wasn't,0,Negative,"times,pin,wifi,mobile data,internet connection,phone,app doesnt,app i,",NULL
2104,Google Play Store,Capitec Bank,Lorana Seeber,1,01/05/2020 00:00:00,I have not been able to get access to my account for a couple of days. It keeps on telling me the bank is sorry blah blah blah and they working on the problem. I have uninstalled and reinstalled the app and it's still sending error,0.0000127255916595459,Negative,"problem,error,app,couple of days,access,bank,account,sorry blah blah blah,",NULL
2105,Google Play Store,Capitec Bank,Lisha Walters,2,01/05/2020 00:00:00,Omg ....this app is really frustrated.....it shows unavailable since yesterday this morning i finally logged in and as i put in my pin it says incorrect pin multiple times ..... and now it shows again unavailable.....this is unacceptable ......,0.000267058610916138,Negative,"app,incorrect pin multiple times,morning i,",NULL
2106,Google Play Store,Capitec Bank,Ernest Baker,1,01/05/2020 00:00:00,"Had an issue with my pin. It said my pin was incorrect. So frustrating. My pin never gave me problems in the past, now it does. Maybe hacked?",0.000174164772033691,Negative,"issue,past,problems,pin,",NULL
2107,Google Play Store,Capitec Bank,Sisipho Bangani,1,01/05/2020 00:00:00,A stupid app to be honest. I have been using my mobile data to check the status but no all of a sudden it tells me that the connection has failed.,0.00000989437103271484,Negative,"connection,mobile data,stupid app,status,",NULL
2108,Google Play Store,Capitec Bank,Victor Ntombela,1,28/04/2020 00:00:00,"Hello, The app is giving me a ""Connection Failed"" error, can someone help me bypass this error because my network connection is up and I can connect to any other connection...",0.000333309173583984,Negative,"app,error,network connection,",NULL
2109,Google Play Store,Capitec Bank,Ruwaan Cupido,3,13/04/2020 00:00:00,The app works fine most of the time.I just wish you could add Lotto features to make it easier for people who do not have a chance to run to Lotto stores,0.0654834508895874,Negative,"time,app,chance,people,Lotto stores,Lotto features,",NULL
2110,Google Play Store,Capitec Bank,Nunya Beeswax,1,12/04/2020 00:00:00,"I am desperate. All my cash is in my capitec account and they wont let me access it. It keeps saying ""check your wifi connection"" even if I use data. I feel like my money has been stolen by capitec. I used to think they were the best bank, but after today I'm moving to literally any other bank. I feel like calling the police.",0.000000268220901489258,Negative,"police,money,data,wifi connection,cash,best bank,capitec account,",NULL
2111,Google Play Store,Capitec Bank,Refiloe Salagae,2,12/04/2020 00:00:00,I've been trying to login on my app since yesterday and it keeps telling me about connection is failed and to switch on wifi or mobile data on. Which are always on. What's happening with the app?,0.0000893175601959228,Negative,"connection,login,wifi,mobile data,app,",NULL
2112,Google Play Store,Capitec Bank,lorna krause,1,12/04/2020 00:00:00,Keep getting a message to say check my WiFi connection. I've never had this issue and unable to get in to pay accounts.,0.0028265118598938,Negative,"accounts,issue,WiFi connection,message,",NULL
2113,Google Play Store,Capitec Bank,Thami Vuntu,3,12/04/2020 00:00:00,"Connection failure, since yesterday. I restarted my phone, installed the app and installed again. What might be the problem?",0.00105834007263184,Negative,"problem,app,phone,Connection failure,",NULL
2114,Google Play Store,Capitec Bank,Ben Cronje,1,12/04/2020 00:00:00,"I had no issue untill now. I cant get onto my app, says i do not have internet yet i can Google and youtube and everything else.. This is upsetting cause I cant do anything like pay rent. Now I habe to draw cash",0.0000421106815338135,Negative,"rent,cause,app,cash,habe,issue untill,youtube,Google,internet,",NULL
2115,Google Play Store,Capitec Bank,wisanie dunga,1,11/04/2020 00:00:00,App keeps telling me to switch to mobile data even though I am using mobile data..switched off the phone multiple times and it is still mulfunctioning..,0.138694316148758,Negative,"App,mulfunctioning,phone multiple times,mobile data,",NULL
2116,Google Play Store,Capitec Bank,Beverley Draper,1,11/04/2020 00:00:00,"Keep getting a connection failure, I have tried different networks. Have Un- and reinstalled the app. Same thing.",0.0194977819919586,Negative,"thing,different networks,connection failure,",NULL
2117,Google Play Store,Capitec Bank,Dot Matrix,1,11/04/2020 00:00:00,All of a sudden the app says it can't connect to wifi. All other apps recognize wifi. Wifi forsure working. App unusable. Very frustrating.,0.00000566244125366211,Negative,"apps,App unusable,Wifi forsure,",NULL
2118,Google Play Store,Capitec Bank,T.S Mnguni,1,11/04/2020 00:00:00,The worse and most frustrating system verification I've ever had to do in my life. Wasted the entire day trying to reset remote pin with no success. Capitec face scan is honestly annoying,0.000183403491973877,Negative,"life,success,entire day,Capitec face scan,frustrating system verification,remote pin,",NULL
2119,Google Play Store,Capitec Bank,Alison Fouche,1,10/04/2020 00:00:00,It won't let me in. I have had to delete it and redownload and it's still saying it can't connect due to my Wi-Fi or data. Which is so wrong. Because i used it last night still. Please can this be sorted,0.000000298023223876953,Negative,"redownload,night,data,Wi-Fi,",NULL
2120,Google Play Store,Capitec Bank,Kagiso Tshukudu,3,10/04/2020 00:00:00,"Can't use app on a different phone from sim???????, why do we have to authenticate logging on to the IB site through the app? I mean when the app is down like now one can't transact online it's boggling ??????? do better",0.00317668914794922,Negative,"IB site,sim,different phone,app,",NULL
2121,Google Play Store,Capitec Bank,Goitsemodimo Maleke,2,10/04/2020 00:00:00,It's a great app but for the last two days I've been trying to log in and it just says no connection even when I have connection,0.116119056940079,Negative,"days,great app,connection,",NULL
2122,Google Play Store,Capitec Bank,Siphesihle Luna,2,09/04/2020 00:00:00,"The app is ""temporarily unavailable"" atleast once every week. It's getting a bit too much",0.00403165817260742,Negative,"week,app,",NULL
2123,Google Play Store,Capitec Bank,Jeea Vanderlind,1,09/04/2020 00:00:00,"Intermittent issues! While I'm here, could the developers please look into creating a visual timeline of transactions.",0.162083506584167,Negative,"developers,Intermittent issues,visual timeline of transactions,",NULL
2124,Google Play Store,Capitec Bank,Petronella Zelda Jacobus,4,09/04/2020 00:00:00,"This app was fine, until now mxm I don't know what's going on but it keeps on showing connection fail even tho the data is on or the wifi at times it does not even want to take my pin mxm this is horrible",0.00000223517417907715,Negative,"times,connection,app,wifi,data,pin mxm,",NULL
2125,Google Play Store,Capitec Bank,Elvison 94,2,07/04/2020 00:00:00,It has been telling me about connection error since morning ..I even updated an app but still same thing. Please fix the app.,0.203767538070679,Negative,"thing,app,morning,connection error,",NULL
2126,Google Play Store,Capitec Bank,Asive Ndabankulu,2,07/04/2020 00:00:00,Why does the app keep telling me it's unable to sign me in I have been trying to login for over an hour this is my first time experiencing this problem. What do I need to do?,0.000122606754302979,Negative,"problem,login,app,time,hour,",NULL
2127,Google Play Store,Capitec Bank,Karisha Ragunanan,1,07/04/2020 00:00:00,The app is unable to sign me in and its very frastrating when there's urgent transactions to do. This always happens,0.000120669603347778,Negative,"app,urgent transactions,frastrating,",NULL
2128,Google Play Store,Capitec Bank,Sandile Peace Ndlazi,3,07/04/2020 00:00:00,As in from yesterday I can't access my account over the app as it's says incorrect password and when I try again it's saying we are unable to log you in please fix this problem,0.000827789306640625,Negative,"problem,account,incorrect password,app,",NULL
2129,Google Play Store,Capitec Bank,Ser Morgan Reid,4,07/03/2020 00:00:00,"It's actually amazing how great the app performs. Haven't had the slightest bit of inconvenience. Probably works differently from phone to phone. Weird how the most recent reviews say it doesn't work. Been using the app since April 2021 with no hassles, to date. Whatever it you developers are doing right, keep at it. My banking experience is that much more enjoyable now. Would have given the whole 5 stars but that would just spoil you guys.",0.000167757272720337,Negative,"guys,stars,developers,date,inconvenience,hassles,banking experience,recent reviews,phone,app,",NULL
2130,Google Play Store,Capitec Bank,Brenda Smit,1,07/03/2020 00:00:00,"Downloaded the new app, then try to go into the savings option and when you click on round up it throws me out off the app........ Hubbies is working fine, but mine just gives more problems. I went to the bank and even they could not help. Me on that. Please assist. Seems there is. More problems with the upgrade than with the older app.",0.00435444712638855,Negative,"bank,Hubbies,round,new app,savings option,upgrade,problems,",NULL
2131,Google Play Store,Capitec Bank,Sabata Booi,1,06/03/2020 00:00:00,"This app does not work, I know this app works better on iOS devices. It doesn't even load the normal home page. I am sure the social media manager is probably tired of apologizing for the failures of IT.",0.0213780403137207,Negative,"iOS devices,failures of,normal home page,tired of apologizing,social media manager,app,",NULL
2132,Google Play Store,Capitec Bank,lizzy lerato,1,06/03/2020 00:00:00,Terrible and frustrating app. I ever downloaded I feel like it was just a waste of my data downloading it. I'm really frustrated and disappointed with this app because I really needed to check my transaction since I didn't register for cellphone banking,0.0000900924205780029,Negative,"transaction,app,data,waste,cellphone banking,",NULL
2133,Google Play Store,Capitec Bank,Itumeleng Mmope Maseko,1,06/03/2020 00:00:00,Unable to delete the beneficiary on my app. Keeps saying Process failed. Please fix the app to make things easier to use. App keeps on restarting when I try to delete. I'm using the latest version and still experiencing the same problem 28/10/21,0.00000202655792236328,Negative,"restarting,problem,Process,latest version,things easier,beneficiary,app,",NULL
2134,Google Play Store,Capitec Bank,Haydn Braaf,1,05/03/2020 00:00:00,Worst 1st time banking experience of my life . App doesnt work at all after the first few months a waste of time and a really useless customer service asked around and went to branches did calls and nobody can help me . Unsatisfactory i recommend using other banks which are more trustworthy . Capitec im highly disappointed,0.000375241041183472,Negative,"branches,months,Unsatisfactory i,App doesnt work,Capitec im,life,banks,useless customer service,time banking experience,waste of time,",NULL
2135,Google Play Store,Capitec Bank,Christine Sekgotha,1,05/03/2020 00:00:00,"Every time i try to scan my face it keeps telling me no enough phone movement, i can't even make any transition",0.199808120727539,Negative,"transition,phone movement,face,time i,",NULL
2136,Google Play Store,Capitec Bank,Stefan Bachrodt,1,05/02/2020 00:00:00,"FED UP! First I experienced issues simply logging in, now their Tracking Feature says I haven't done any transactions prior to November and today I tried to make a payment and get an error saying they're, ""Unable to process"" my transaction and, ""Try again later"". This is unacceptable!!",0.0000478029251098633,Negative,"issues,FED,payment,transactions,Tracking Feature,error,",NULL
2137,Google Play Store,Capitec Bank,Hleh Ngcobo,1,04/02/2020 00:00:00,"Please can we have the old Capitec Remote Banking app. The app is not functioning on my phone, and yet the old was working perfectly. Please assist us. This is very frustrating",0.000116020441055298,Negative,"phone,app,old Capitec Remote Banking,",NULL
2138,Google Play Store,Capitec Bank,Reneiloe Mosoetsa,1,04/02/2020 00:00:00,This app keeps on doing the 5 minutes count down. I've deleted and downloaded again but I am still not going through. It has been doing this for 2weeks now. Please assist.,0.263480663299561,Negative,"weeks,app,minutes count,",NULL
2139,Google Play Store,Capitec Bank,Sakhile Andile,5,04/02/2020 00:00:00,The app is not so hard to use but a little bit challenging yet it is straightforward simple and easy also helpful and fast through making transactions.,0.983596920967102,Postive,"transactions,app,",NULL
2140,Google Play Store,Capitec Bank,Sanri Coetzee,2,03/02/2020 00:00:00,A lot of glitches on the new app. Feels hacked some times. Logo change was strange and coding seen in background when glitching on login,0.00926327705383301,Negative,"login,times,lot of glitches,Logo change,glitching,Feels,background,coding,",NULL
2141,Google Play Store,Capitec Bank,Joel Jenkinson,1,28/01/2020 00:00:00,"After the latest update my Capitec app no longer works, it says ""An error occurred, force close and restart the app"".",0.0409002900123596,Negative,"error,latest update,Capitec app,",NULL
2142,Google Play Store,Capitec Bank,Cray-lee Taylor,1,12/01/2020 00:00:00,One star because ive been trying to activate the app for like several days now it keep cointing down 5 minutes then it says retry . I dont even feel like banking with capitec anymore,0.00785630941390991,Negative,"minutes,star,capitec,banking,dont,days,app,cointing,ive,",NULL
2143,Google Play Store,Capitec Bank,Eric Cleaver,5,08/01/2020 00:00:00,"Absolutely great bank and in true spirit of being such a great bank, they have made a easy to use app with no hassles for the customer. Definitely recommend the bank and the app.",0.998975515365601,Postive,"customer,hassles,app,true spirit,great bank,",NULL
2144,Google Play Store,Capitec Bank,Lorna Ferreira,1,12/10/2019 00:00:00,Every day between 7 and 5 for the past 2 weeks I have not been able to access the app. Its always showing offline. I have updated and on network and its extremely inconvenient!,0.00244322419166565,Negative,"day,network,weeks,",NULL
2145,Google Play Store,Capitec Bank,Lebogang Maganedisa,2,09/09/2019 00:00:00,The new app is the worst it has a glitche it's takes so long to login and always requires account number when I already registered. I have to log out and back in continuously for it to properly function,0.000709116458892822,Negative,"glitche,account number,new app,login,worst,",NULL
2146,Google Play Store,Capitec Bank,Gerhard de Villiers,1,09/09/2019 00:00:00,"Pathetic, does not work for several days at a time. Fix your stuff Capitec! When you need to bank on the go, this is useless!",0.00276568531990051,Negative,"stuff Capitec,time,days,",NULL
2147,Google Play Store,Capitec Bank,CJ Richter,1,09/09/2019 00:00:00,"What is the point of biometric sign-in, if every time you log out it disables. I've not once been able to use my fingerprint to log-in. All of these constant issues make me want to change banks and stop referring people to Capitec.",0.0546234846115112,Negative,"time,fingerprint,constant issues,Capitec,people,point of biometric sign,banks,",NULL
2148,Google Play Store,Capitec Bank,Nola Rowe,5,09/09/2019 00:00:00,It's an amazing app.It helps with all your banking.Capitec is the no.1 banking app.Keep it up capitec.don't worry about bad reviews.Because there is nothing wrong with your app.Its amazing.Keep the success up.Awesome?????,0.999439895153046,Postive,"success,bad reviews,Capitec,banking app,amazing app,",NULL
2149,Google Play Store,Capitec Bank,Mamasedi Modiba,1,09/09/2019 00:00:00,"I have downloaded the app on my new phone, since from Monday I can't access .its saying I should go to my nearest bank meaning have to be on the queue for app activation. Big X .Please work on your network",0.000474631786346436,Negative,"network,nearest bank,Big X,queue,new phone,app activation,",NULL
2150,Google Play Store,Capitec Bank,KP Rams,1,10/08/2019 00:00:00,"I can't believe it, this app is so infuriating. I've been trying to activate it but it's just stuck on the activate page. It's like Capitec is trying chase us away by making harder for us to access our through their app I'm done with this. Wh When I it finally decided to activate, this time I could sign in, everytime I insert my password it just nothing. ??????",0,Negative,"Wh,page,password,Capitec,chase,everytime,app,",NULL
2151,Google Play Store,Capitec Bank,Johan Bothma,1,10/08/2019 00:00:00,"Not even one, I have tried to login to this thing, scanned my face, entered my detail so many times, that I have decided it is easier to change to another bank. Very unhappy with this app!!!",0.049730122089386,Negative,"times,face,login,app,bank,thing,",NULL
2152,Google Play Store,Capitec Bank,sello andries,2,10/08/2019 00:00:00,I try to download the Capitic app and display this message try again and if it still doesn't work. See common way to fix the problem i am using Samsung Galaxy J5. I did root my phone but still the same.,0.0000568628311157226,Negative,"phone,message,Capitic app,common way,Samsung Galaxy J5,problem i,",NULL
2153,Google Play Store,Capitec Bank,Ash,1,10/08/2019 00:00:00,"It's just plain garbage. It's always unavailable. Takes many tries to activate, then it never accepts terms, it's just simply trash. Just switch to another bank lol. :)",0.999990463256836,Postive,"bank,terms,tries,plain garbage,",NULL
2154,Google Play Store,Capitec Bank,Louis Eksteen,5,10/08/2019 00:00:00,I have just read all the negative comments and are glad to report that to date I had no problems with the app. The app does what it is supposed to do and no complaints from me. Great app,0.110531628131866,Negative,"complaints,problems,date,negative comments,Great app,",NULL
2155,Google Play Store,Capitec Bank,Mmaphuti Maryjane,1,10/08/2019 00:00:00,This app is the worst sometimes it goes offline or doesn't want to work at all...I'm so sorry but I wouldn't recommend anyone to use it because sometimes when you need it the most it stops working.,0.0000000894069671630859,Negative,"worst,app,",NULL
2156,Google Play Store,Capitec Bank,Noluthando Mazibuko,2,10/08/2019 00:00:00,This app is worst ??....I tried multiple times activating my account but it keeps on repeating the same thing counting down for 5 Min and keeps on saying try again...,0.999900698661804,Postive,"thing,app,account,multiple times,",NULL
2157,Google Play Store,Capitec Bank,Sandile Masemola,3,10/08/2019 00:00:00,"I used this app on my stolen phone it was a great experience, now my account is not activating on a new phone... I'd be giving 5 star's",0.99643075466156,Postive,"stars,app,account,great experience,new phone,stolen phone,",NULL
2158,Google Play Store,Capitec Bank,Nhlanhla Mokoena,5,10/08/2019 00:00:00,Wow I just love this app makes things easy. Month ends are slow but overall good app,0.939245462417602,Postive,"Wow,things easy,Month ends,good app,",NULL
2159,Google Play Store,Capitec Bank,psy chasm,4,10/07/2019 00:00:00,"Great app, but i have noticed with all banks, the moment they have ideas to do an update, the app tends to be worse with each update. Please, if it aint broke , dont try to fix. Try to look at it from a user perspective. You can make it work better but dont change it too much or too drastically like Absa and the other banks. It is working fine as it is, but the previous version was much more user friendly. Why can't I see the electricity voucher Number after making a purchase??",0.949281096458435,Postive,"Absa,aint,moment,ideas,previous version,purchase,electricity voucher Number,user perspective,Great app,user friendly,dont,update,banks,",NULL
2160,Google Play Store,Capitec Bank,Taufeeq Jacobs,1,10/07/2019 00:00:00,"This is the worst stupid app I've ever come across. Trying to download and install, it asks for account number then remote app pin but after you enter yhe pin it counts down fo 5mins then tells you to retry. No explanation of what you did wrong, what you should do instead or how to resolve or get help to resolve the issue. So frustrating.",0.000718742609024048,Negative,"issue,explanation,mins,fo,account number,worst stupid app,yhe pin,remote app pin,",NULL
2161,Google Play Store,Capitec Bank,Sonile Moyo,1,10/07/2019 00:00:00,I am struggling to reload the app as i had to reboot my phone. Its so frustrating as i can dowload the app but when opening it just becomes blank and you can not do a thing. I have installed and uninstalled several times with the same result.,0.000222563743591309,Negative,"thing,phone,result,times,dowload,app,",NULL
2162,Google Play Store,Capitec Bank,Angel Maako,1,10/07/2019 00:00:00,I've been trying to activate my app for a few weeks now and I get stuck on the last step. It's a lie that you can activate the app by yourself. Capitec better look into this issue,0.00115925073623657,Negative,"lie,step,weeks,issue,Capitec better look,app,",NULL
2163,Google Play Store,Capitec Bank,Marius Botha,1,10/07/2019 00:00:00,"Does not work, I've tried to open an account several times and it just doesn't work.. your app needs work.",0.0001220703125,Negative,"times,account,app needs work,",NULL
2164,Google Play Store,Capitec Bank,RODNEY MOGOBYE,1,10/07/2019 00:00:00,I am using a Huawei p30 pro suddenly the app is not opening just crashing immediately after trying to open it.,0.0993156731128693,Negative,"app,Huawei p30 pro,",NULL
2165,Google Play Store,Capitec Bank,Itumeleng Mildred,1,09/07/2019 00:00:00,I have the app it was working fine with no problems but know i can't open the app it just shows a blank screen,0.0549708902835846,Negative,"problems,blank screen,app,",NULL
